full_name,date_of_birth,time_of_birth,place_of_birth,astrosage_url,accuracy_rating,data_source
D. H. Lawrence,"September 11, 1885",09:45:00,Eastwood,https://www.astrosage.com/celebrity-horoscope/d-h-lawrence-horoscope.asp,Accurate,The Times Select Horoscopes
Hamid Gul,"November 20, 1936",12:00:00,Sargodha,https://www.astrosage.com/celebrity-horoscope/hamid-gul-horoscope.asp,Dirty Data,Unknown
Ben Logan,"September 09, 1920",17:00:00,"90 W 51, 43 N 14",https://www.astrosage.com/celebrity-horoscope/ben-logan-horoscope.asp,Reference,Internet
James Hilton,"September 09, 1900",02:10:00,"2 W 33, 53 N 29",https://www.astrosage.com/celebrity-horoscope/james-hilton-horoscope.asp,Reference,Internet
Naura Hayden,"September 29, 1930",12:00:00,Los angeles,https://www.astrosage.com/celebrity-horoscope/naura-hayden-horoscope.asp,Dirty Data,Unknown
John Cage,"September 05, 1912",05:00:00,"118 W 15, 34 N 3",https://www.astrosage.com/celebrity-horoscope/john-cage-horoscope.asp,Reference,Internet
Ranjit Sinha,"March 27, 1953",12:00:00,Jamshedpur,https://www.astrosage.com/celebrity-horoscope/ranjit-sinha-horoscope.asp,Dirty Data,Unknown
H. L. Dattu,"December 03, 1950",12:00:00,"Handyala, Karnataka",https://www.astrosage.com/celebrity-horoscope/h-l-dattu-horoscope.asp,Dirty Data,Unknown
P. Sathasivam,"April 27, 1949",12:00:00,Erode,https://www.astrosage.com/celebrity-horoscope/p-sathasivam-horoscope.asp,Dirty Data,Unknown
John J. Anthony,"September 01, 1902",14:00:00,"74 W 0, 40 N 42",https://www.astrosage.com/celebrity-horoscope/john-j-anthony-horoscope.asp,Reference,Internet
Madhu Kishwar,"January 01, 1951",12:00:00,Delhi,https://www.astrosage.com/celebrity-horoscope/madhu-kishwar-horoscope.asp,Dirty Data,Unknown
Sanjiv Bhatt,"December 21, 1963",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/sanjiv-bhatt-horoscope.asp,Dirty Data,Unknown
Teesta Setalvad,"February 09, 1962",12:00:00,Mumbai,https://www.astrosage.com/celebrity-horoscope/teesta-setalvad-horoscope.asp,Dirty Data,Unknown
Robert Anthony Stone,"August 21, 1937",02:31:59,"73 W 56, 40 N 38",https://www.astrosage.com/celebrity-horoscope/robert-anthony-stone-horoscope.asp,Reference,Internet
Charles Bukowski,"August 16, 1920",10:00:00,"7 E 24, 50 N 25",https://www.astrosage.com/celebrity-horoscope/charles-bukowski-horoscope.asp,Reference,Internet
Fali Sam Nariman,"January 10, 1929",12:00:00,Yangon,https://www.astrosage.com/celebrity-horoscope/fali-sam-nariman-horoscope.asp,Dirty Data,Unknown
Russell Baker,"August 14, 1925",23:50:00,"77 W 37, 39 N 15",https://www.astrosage.com/celebrity-horoscope/russell-baker-horoscope.asp,Reference,Internet
Lee Adams,"August 14, 1924",16:23:00,"82 W 29, 40 N 45",https://www.astrosage.com/celebrity-horoscope/lee-adams-horoscope.asp,Reference,Internet
Steve Brown,"August 13, 1938",07:15:00,"93 W 37, 41 N 35",https://www.astrosage.com/celebrity-horoscope/steve-brown-horoscope.asp,Reference,Internet
Anthony West,"August 05, 1914",00:05:00,"0 E 30, 52 N 57",https://www.astrosage.com/celebrity-horoscope/anthony-west-horoscope.asp,Reference,Internet
John Mcdonald,"July 24, 1916",20:05:00,"80 W 29, 41 N 13",https://www.astrosage.com/celebrity-horoscope/john-mcdonald-horoscope.asp,Reference,Internet
Travis Best,"July 12, 1972",17:25:00,"72 W 34, 42 N 6",https://www.astrosage.com/celebrity-horoscope/travis-best-horoscope.asp,Reference,Internet
Michael Blake,"July 05, 1945",19:37:00,"78 W 51, 35 N 3",https://www.astrosage.com/celebrity-horoscope/michael-blake-horoscope.asp,Reference,Internet
Art Bell,"June 17, 1945",12:23:00,"77 W 20, 34 N 39",https://www.astrosage.com/celebrity-horoscope/art-bell-horoscope.asp,Reference,Internet
Helen Gurley Brown,"February 18, 1922",03:00:00,"93 W 26, 36 N 20",https://www.astrosage.com/celebrity-horoscope/helen-gurley-brown-horoscope.asp,Reference,Internet
Carter Cooper,"January 27, 1965",18:07:00,"74 W 0, 40 N 42",https://www.astrosage.com/celebrity-horoscope/carter-cooper-horoscope.asp,Reference,Internet
Robert Burns,"January 25, 1759",07:00:00,"4 W 37, 55 N 29",https://www.astrosage.com/celebrity-horoscope/robert-burns-horoscope.asp,Reference,Internet
Robert Schwartz,"January 18, 1920",09:00:00,"80 W 51, 40 N 53",https://www.astrosage.com/celebrity-horoscope/robert-schwartz-horoscope.asp,Reference,Internet
Diane Williams,"January 13, 1947",16:37:59,"110 W 54, 32 N 13",https://www.astrosage.com/celebrity-horoscope/diane-williams-horoscope.asp,Reference,Internet
Simone De Beauvoir,"January 09, 1908",04:00:00,Paris,https://www.astrosage.com/celebrity-horoscope/simone-de-beauvoir-horoscope.asp,Reference,Web
Guru Gobind Singh,"December 23, 1666",01:20:00,Patna,https://www.astrosage.com/celebrity-horoscope/guru-gobind-singh-horoscope.asp,Reference,765 Notable Horoscopes
Robert Duncan,"January 07, 1919",07:25:00,"122 W 15, 37 N 49",https://www.astrosage.com/celebrity-horoscope/robert-duncan-horoscope.asp,Reference,Internet
Alan Watts,"January 06, 1915",06:20:00,"0 E 4, 51 N 25",https://www.astrosage.com/celebrity-horoscope/alan-watts-horoscope.asp,Reference,Internet
J.r.r. Tolkien,"January 03, 1892",21:00:00,"26 E 7, 29 S 12",https://www.astrosage.com/celebrity-horoscope/jrr-tolkien-horoscope.asp,Reference,Internet
Alexander Smith,"December 31, 1829",23:58:59,"4 W 29, 55 N 35",https://www.astrosage.com/celebrity-horoscope/alexander-smith-horoscope.asp,Reference,Internet
John J. Stanley,"December 26, 1933",14:00:00,"81 W 40, 41 N 28",https://www.astrosage.com/celebrity-horoscope/john-j-stanley-horoscope.asp,Reference,Internet
About Steve Allen / Steve Allen Biography,"December 26, 1921",07:00:00,"74 W 0, 40 N 42",https://www.astrosage.com/celebrity-horoscope/henry-miller-horoscope.asp,Reference,Internet
Albert Einstein,"March 14, 1879",11:30:00,Ulm,https://www.astrosage.com/celebrity-horoscope/albert-einstein-horoscope.asp,Reference,765 Notable Horoscopes
Subhash Khot,"June 10, 1978",12:00:00,India,https://www.astrosage.com/celebrity-horoscope/subhash-khot-horoscope.asp,Dirty Data,Unknown
John Lilly,"January 06, 1915",07:29:59,"93 W 6, 44 N 57",https://www.astrosage.com/celebrity-horoscope/john-lilly-horoscope.asp,Reference,Internet
Kenneth Ring,"December 13, 1935",06:23:00,"122 W 25, 37 N 46",https://www.astrosage.com/celebrity-horoscope/kenneth-ring-horoscope.asp,Reference,Internet
John H. Nelson,"December 10, 1903",05:29:59,"70 W 40, 42 N 36",https://www.astrosage.com/celebrity-horoscope/john-h-nelson-horoscope.asp,Reference,Internet
Alexander Graham Bell,"March 03, 1847",07:00:00,"3 W 12, 55 N 57",https://www.astrosage.com/celebrity-horoscope/alexander-graham-bell-horoscope.asp,Accurate,The Times Select Horoscopes
Pranav Mistry,"May 14, 1981",12:00:00,Palanpur,https://www.astrosage.com/celebrity-horoscope/pranav-mistry-horoscope.asp,Dirty Data,Unknown
John G. Bennett,"June 08, 1897",08:00:00,"0 E 10, 51 N 29",https://www.astrosage.com/celebrity-horoscope/john-g-bennett-horoscope.asp,,Unknown
Paul Ehrlich,"May 29, 1932",22:18:00,Philadelphia PA,https://www.astrosage.com/celebrity-horoscope/paul-ehrlich-horoscope.asp,,Web
Guglielmo Marconi,"April 25, 1874",09:15:00,Bologna,https://www.astrosage.com/celebrity-horoscope/guglielmo-marconi-horoscope.asp,,Web
John Bartholomew,"March 22, 1860",13:30:00,Edinburgh,https://www.astrosage.com/celebrity-horoscope/john-bartholomew-horoscope.asp,Reference,Web
Percival Lowell,"March 13, 1855",07:45:00,Boston,https://www.astrosage.com/celebrity-horoscope/percival-lowell-horoscope.asp,Reference,Web
Newton,"December 25, 1642",02:00:00,England,https://www.astrosage.com/celebrity-horoscope/newton-horoscope.asp,Reference,Lagna Phal (Garg)
Floyd Taylor,"June 05, 1923",20:00:00,"71 W 4, 42 N 21",https://www.astrosage.com/celebrity-horoscope/floyd-taylor-horoscope.asp,,Unknown
